Referencia;Categoria;Endereco;Endereco Numero;Endereco Complemento;Dormitorio;Valor venda;Valor Aluguel;Bairro Comercial;Empreendimento;Valor M2 Aluguel;Valor M2 venda;Valor total aluguel;Data cadastro;Data atualizacao;Equipes do Imovel;Corretores do Imovel;Nome;Publicar Viva Real VRSync;Publicar Viva Real VRSync 2;Status;Area Privativa;Tem Placa;Vagas;Suite;Ano de Construção;Lançamento
Moderno e funcional;Sobrado;Av. Ipiranga;533.0;Rua Bela Cintra;1.0;304900.0;0.0;Vila Mariana;;0.0;1.315.962.962.963;0.0;31/01/2021;02/03/2021;;Totalmente reformado;Moderno e funcional;Totalmente reformado;Moderno e funcional;Totalmente reformado;27.0;Excelente oportunidade;0.0;0.0;0;Espaçoso e iluminado
Espaçoso e iluminado;Cobertura;Av. Paulista;533.0;Rua Oscar Freire;1.0;391000.0;0.0;Higienópolis;;0.0;13.121.074.074.074;0.0;03/02/2021;05/03/2021;;Imóvel bem localizado;Excelente oportunidade;Excelente oportunidade;Espaçoso e iluminado;Moderno e funcional;30.0;Moderno e funcional;0.0;0.0;0;Excelente oportunidade
Espaçoso e iluminado;Ponto Comercial;Av. Angélica;533.0;Rua Oscar Freire;1.0;344000.0;0.0;Tatuapé;;0.0;13.225.269.230.769;0.0;06/02/2021;08/03/2021;;Totalmente reformado;Imóvel bem localizado;Imóvel bem localizado;Totalmente reformado;Excelente oportunidade;30.0;Moderno e funcional;0.0;0.0;0;Espaçoso e iluminado
Moderno e funcional;Ponto Comercial;Rua Bela Cintra;533.0;Rua Bela Cintra;1.0;333800.0;0.0;Santa Cecília;;0.0;13.225.269.230.769;0.0;09/02/2021;11/03/2021;;Moderno e funcional;Moderno e funcional;Espaçoso e iluminado;Espaçoso e iluminado;Espaçoso e iluminado;27.0;Moderno e funcional;0.0;0.0;0;Moderno e funcional
Imóvel bem localizado;Casa;Rua Oscar Freire;533.0;Av. Ipiranga;1.0;398700.0;0.0;Higienópolis;;0.0;13.174.074.074.074;0.0;12/02/2021;14/03/2021;;Moderno e funcional;Excelente oportunidade;Espaçoso e iluminado;Espaçoso e iluminado;Moderno e funcional;28.0;Totalmente reformado;0.0;0.0;0;Excelente oportunidade
Espaçoso e iluminado;Cobertura;Rua Bela Cintra;533.0;Av. Ipiranga;1.0;365300.0;0.0;Higienópolis;;0.0;13.121.074.074.074;0.0;15/02/2021;17/03/2021;;Moderno e funcional;Totalmente reformado;Imóvel bem localizado;Totalmente reformado;Espaçoso e iluminado;28.0;Espaçoso e iluminado;0.0;0.0;0;Moderno e funcional
Imóvel bem localizado;Casa;Rua Oscar Freire;533.0;Rua Augusta;1.0;357200.0;0.0;Tatuapé;;0.0;13.225.269.230.769;0.0;18/02/2021;20/03/2021;;Moderno e funcional;Moderno e funcional;Totalmente reformado;Totalmente reformado;Espaçoso e iluminado;29.0;Moderno e funcional;0.0;0.0;0;Totalmente reformado
Moderno e funcional;Ponto Comercial;Av. Paulista;533.0;Av. Paulista;1.0;319400.0;0.0;Moema;;0.0;13.225.269.230.769;0.0;21/02/2021;23/03/2021;;Espaçoso e iluminado;Moderno e funcional;Totalmente reformado;Espaçoso e iluminado;Excelente oportunidade;31.0;Excelente oportunidade;0.0;0.0;0;Espaçoso e iluminado
Moderno e funcional;Casa;Av. Ipiranga;533.0;Av. Ipiranga;1.0;408300.0;0.0;Higienópolis;;0.0;1.315.962.962.963;0.0;24/02/2021;26/03/2021;;Imóvel bem localizado;Excelente oportunidade;Excelente oportunidade;Imóvel bem localizado;Moderno e funcional;31.0;Imóvel bem localizado;0.0;0.0;0;Espaçoso e iluminado
Totalmente reformado;Sobrado;Rua Bela Cintra;533.0;Av. Paulista;1.0;408100.0;0.0;Moema;;0.0;13.174.074.074.074;0.0;27/02/2021;29/03/2021;;Imóvel bem localizado;Espaçoso e iluminado;Imóvel bem localizado;Totalmente reformado;Totalmente reformado;27.0;Espaçoso e iluminado;0.0;0.0;0;Espaçoso e iluminado
Imóvel bem localizado;Casa;Rua Augusta;533.0;Av. Ipiranga;1.0;356100.0;0.0;Higienópolis;;0.0;13.225.269.230.769;0.0;02/03/2021;01/04/2021;;Espaçoso e iluminado;Moderno e funcional;Imóvel bem localizado;Espaçoso e iluminado;Espaçoso e iluminado;28.0;Excelente oportunidade;0.0;0.0;0;Excelente oportunidade
Totalmente reformado;Sobrado;Rua Bela Cintra;533.0;Av. Paulista;1.0;333500.0;0.0;Santa Cecília;;0.0;13.174.074.074.074;0.0;05/03/2021;04/04/2021;;Espaçoso e iluminado;Moderno e funcional;Totalmente reformado;Moderno e funcional;Totalmente reformado;28.0;Moderno e funcional;0.0;0.0;0;Excelente oportunidade
Moderno e funcional;Studio;Av. Paulista;533.0;Rua Augusta;1.0;371400.0;0.0;Tatuapé;;0.0;13.121.074.074.074;0.0;08/03/2021;07/04/2021;;Espaçoso e iluminado;Excelente oportunidade;Moderno e funcional;Totalmente reformado;Imóvel bem localizado;27.0;Imóvel bem localizado;0.0;0.0;0;Moderno e funcional
Totalmente reformado;Sobrado;Av. Ipiranga;533.0;Av. Angélica;1.0;297100.0;0.0;Moema;;0.0;13.225.269.230.769;0.0;11/03/2021;10/04/2021;;Espaçoso e iluminado;Totalmente reformado;Totalmente reformado;Espaçoso e iluminado;Moderno e funcional;28.0;Moderno e funcional;0.0;0.0;0;Imóvel bem localizado
Totalmente reformado;Apartamento;Av. Angélica;1336.0;Rua Augusta;0.0;0.0;1500.0;Pinheiros;;0.0;0.0;2100.0;13/03/2021;12/04/2021;;Moderno e funcional;Espaçoso e iluminado;Excelente oportunidade;Moderno e funcional;Totalmente reformado;44.0;Imóvel bem localizado;0.0;0.0;0;Totalmente reformado
Excelente oportunidade;Casa;Rua Bela Cintra;533.0;Av. Ipiranga;1.0;382800.0;0.0;Higienópolis;;0.0;13.225.269.230.769;0.0;16/03/2021;15/04/2021;;Moderno e funcional;Totalmente reformado;Imóvel bem localizado;Excelente oportunidade;Totalmente reformado;31.0;Espaçoso e iluminado;0.0;0.0;0;Imóvel bem localizado
Totalmente reformado;Casa;Rua Oscar Freire;533.0;Av. Angélica;1.0;350900.0;0.0;Moema;;0.0;1.315.962.962.963;0.0;19/03/2021;18/04/2021;;Moderno e funcional;Imóvel bem localizado;Excelente oportunidade;Espaçoso e iluminado;Excelente oportunidade;31.0;Espaçoso e iluminado;0.0;0.0;0;Moderno e funcional
Excelente oportunidade;Studio;Rua Augusta;533.0;Av. Ipiranga;1.0;305000.0;0.0;Tatuapé;;0.0;13.174.074.074.074;0.0;22/03/2021;21/04/2021;;Excelente oportunidade;Totalmente reformado;Imóvel bem localizado;Excelente oportunidade;Excelente oportunidade;28.0;Moderno e funcional;0.0;0.0;0;Espaçoso e iluminado
Espaçoso e iluminado;Studio;Av. Paulista;533.0;Rua Bela Cintra;1.0;392600.0;0.0;Vila Mariana;;0.0;13.225.269.230.769;0.0;25/03/2021;24/04/2021;;Moderno e funcional;Excelente oportunidade;Totalmente reformado;Espaçoso e iluminado;Moderno e funcional;27.0;Imóvel bem localizado;0.0;0.0;0;Imóvel bem localizado
Espaçoso e iluminado;Studio;Av. Ipiranga;533.0;Av. Ipiranga;1.0;380100.0;0.0;Tatuapé;;0.0;13.225.269.230.769;0.0;28/03/2021;27/04/2021;;Excelente oportunidade;Espaçoso e iluminado;Excelente oportunidade;Moderno e funcional;Espaçoso e iluminado;25.0;Totalmente reformado;0.0;0.0;0;Excelente oportunidade
Totalmente reformado;Cobertura;Rua Bela Cintra;533.0;Av. Paulista;1.0;390300.0;0.0;Vila Mariana;;0.0;13.174.074.074.074;0.0;31/03/2021;30/04/2021;;Imóvel bem localizado;Excelente oportunidade;Totalmente reformado;Moderno e funcional;Espaçoso e iluminado;29.0;Espaçoso e iluminado;0.0;0.0;0;Excelente oportunidade
Totalmente reformado;Studio;Av. Paulista;533.0;Rua Bela Cintra;1.0;335600.0;0.0;Santa Cecília;;0.0;13.121.074.074.074;0.0;03/04/2021;03/05/2021;;Imóvel bem localizado;Totalmente reformado;Imóvel bem localizado;Totalmente reformado;Moderno e funcional;29.0;Imóvel bem localizado;0.0;0.0;0;Excelente oportunidade
Excelente oportunidade;Sobrado;Av. Paulista;533.0;Av. Paulista;1.0;354000.0;0.0;Pinheiros;;0.0;13.225.269.230.769;0.0;06/04/2021;06/05/2021;;Totalmente reformado;Moderno e funcional;Espaçoso e iluminado;Excelente oportunidade;Espaçoso e iluminado;30.0;Totalmente reformado;0.0;0.0;0;Totalmente reformado
Imóvel bem localizado;Sobrado;Rua Bela Cintra;533.0;Rua Oscar Freire;1.0;390800.0;0.0;Pinheiros;;0.0;13.225.269.230.769;0.0;09/04/2021;09/05/2021;;Moderno e funcional;Totalmente reformado;Totalmente reformado;Excelente oportunidade;Totalmente reformado;24.0;Totalmente reformado;0.0;0.0;0;Totalmente reformado
Imóvel bem localizado;Studio;Rua Augusta;533.0;Rua Oscar Freire;1.0;392700.0;0.0;Vila Mariana;;0.0;1.315.962.962.963;0.0;12/04/2021;12/05/2021;;Moderno e funcional;Totalmente reformado;Excelente oportunidade;Espaçoso e iluminado;Espaçoso e iluminado;27.0;Totalmente reformado;0.0;0.0;0;Espaçoso e iluminado
Imóvel bem localizado;Ponto Comercial;Av. Ipiranga;533.0;Av. Paulista;1.0;320900.0;0.0;Tatuapé;;0.0;13.225.269.230.769;0.0;15/04/2021;15/05/2021;;Excelente oportunidade;Totalmente reformado;Imóvel bem localizado;Excelente oportunidade;Moderno e funcional;28.0;Imóvel bem localizado;0.0;0.0;0;Totalmente reformado
Totalmente reformado;Studio;Rua Bela Cintra;533.0;Rua Oscar Freire;1.0;324600.0;0.0;Pinheiros;;0.0;13.174.074.074.074;0.0;18/04/2021;18/05/2021;;Imóvel bem localizado;Moderno e funcional;Imóvel bem localizado;Imóvel bem localizado;Moderno e funcional;25.0;Espaçoso e iluminado;0.0;0.0;0;Excelente oportunidade
Espaçoso e iluminado;Ponto Comercial;Av. Angélica;133.0;Rua Bela Cintra;3.0;1371800.0;0.0;Vila Mariana;;0.0;61.224.489.795.918;400.0;20/04/2021;20/05/2021;;Totalmente reformado;Moderno e funcional;Espaçoso e iluminado;Moderno e funcional;Espaçoso e iluminado;237.0;Totalmente reformado;2.0;1.0;0;Excelente oportunidade
Moderno e funcional;Sobrado;Av. Ipiranga;815.0;Rua Augusta;1.0;1020000.0;0.0;Higienópolis;;0.0;19.690.176.470.588;0.0;23/04/2021;23/05/2021;;Totalmente reformado;Totalmente reformado;Totalmente reformado;Espaçoso e iluminado;Espaçoso e iluminado;60.0;Totalmente reformado;0.0;1.0;0;Imóvel bem localizado
Excelente oportunidade;Ponto Comercial;Av. Angélica;815.0;Rua Augusta;1.0;922400.0;0.0;Tatuapé;;0.0;19.595.039.215.686;0.0;26/04/2021;26/05/2021;;Espaçoso e iluminado;Moderno e funcional;Totalmente reformado;Espaçoso e iluminado;Imóvel bem localizado;52.0;Totalmente reformado;0.0;1.0;0;Excelente oportunidade
Espaçoso e iluminado;Studio;Rua Augusta;815.0;Av. Ipiranga;1.0;1259400.0;0.0;Higienópolis;;0.0;19.668.737.704.918;0.0;29/04/2021;29/05/2021;;Moderno e funcional;Espaçoso e iluminado;Imóvel bem localizado;Espaçoso e iluminado;Totalmente reformado;68.0;Imóvel bem localizado;0.0;1.0;0;Moderno e funcional
Excelente oportunidade;Studio;Av. Paulista;815.0;Rua Augusta;1.0;1274800.0;0.0;Higienópolis;;0.0;20.062.114.754.098;0.0;02/05/2021;01/06/2021;;Totalmente reformado;Espaçoso e iluminado;Excelente oportunidade;Moderno e funcional;Espaçoso e iluminado;57.0;Imóvel bem localizado;0.0;1.0;0;Totalmente reformado
Espaçoso e iluminado;Ponto Comercial;Av. Angélica;815.0;Rua Oscar Freire;1.0;1405200.0;0.0;Higienópolis;;0.0;20.062.114.754.098;0.0;05/05/2021;04/06/2021;;Totalmente reformado;Espaçoso e iluminado;Moderno e funcional;Imóvel bem localizado;Espaçoso e iluminado;60.0;Excelente oportunidade;0.0;1.0;0;Espaçoso e iluminado
Moderno e funcional;Sobrado;Rua Oscar Freire;815.0;Av. Angélica;1.0;1210200.0;0.0;Tatuapé;;0.0;19.365.836.065.574;0.0;08/05/2021;07/06/2021;;Espaçoso e iluminado;Totalmente reformado;Espaçoso e iluminado;Moderno e funcional;Espaçoso e iluminado;61.0;Imóvel bem localizado;0.0;1.0;0;Totalmente reformado
Espaçoso e iluminado;Sobrado;Av. Ipiranga;815.0;Av. Paulista;1.0;1262600.0;0.0;Pinheiros;;0.0;20.114.876.712.329;0.0;11/05/2021;10/06/2021;;Espaçoso e iluminado;Moderno e funcional;Espaçoso e iluminado;Imóvel bem localizado;Imóvel bem localizado;76.0;Excelente oportunidade;0.0;1.0;0;Totalmente reformado
Totalmente reformado;Studio;Av. Ipiranga;815.0;Rua Bela Cintra;1.0;960300.0;0.0;Tatuapé;;0.0;19.595.039.215.686;0.0;14/05/2021;13/06/2021;;Espaçoso e iluminado;Moderno e funcional;Imóvel bem localizado;Excelente oportunidade;Excelente oportunidade;61.0;Totalmente reformado;0.0;1.0;0;Totalmente reformado
Excelente oportunidade;Cobertura;Av. Ipiranga;815.0;Rua Oscar Freire;1.0;892700.0;0.0;Santa Cecília;;0.0;19.214.549.019.608;0.0;17/05/2021;16/06/2021;;Moderno e funcional;Totalmente reformado;Excelente oportunidade;Moderno e funcional;Excelente oportunidade;51.0;Excelente oportunidade;0.0;1.0;0;Totalmente reformado
Excelente oportunidade;Ponto Comercial;Av. Angélica;815.0;Av. Angélica;1.0;968500.0;0.0;Tatuapé;;0.0;19.119.431.372.549;0.0;20/05/2021;19/06/2021;;Moderno e funcional;Totalmente reformado;Moderno e funcional;Imóvel bem localizado;Excelente oportunidade;53.0;Moderno e funcional;0.0;1.0;0;Totalmente reformado
Totalmente reformado;Sobrado;Rua Bela Cintra;815.0;Rua Augusta;1.0;1056100.0;0.0;Vila Mariana;;0.0;18.834.078.431.373;0.0;23/05/2021;22/06/2021;;Excelente oportunidade;Totalmente reformado;Moderno e funcional;Totalmente reformado;Totalmente reformado;58.0;Imóvel bem localizado;0.0;1.0;0;Moderno e funcional
Imóvel bem localizado;Ponto Comercial;Rua Oscar Freire;41.0;Av. Ipiranga;0.0;2188200.0;0.0;Pinheiros;;0.0;66.666.666.666.667;400.0;26/05/2021;25/06/2021;;Espaçoso e iluminado;Totalmente reformado;Espaçoso e iluminado;Excelente oportunidade;Totalmente reformado;330.0;Imóvel bem localizado;7.0;0.0;1971;Imóvel bem localizado
Totalmente reformado;Ponto Comercial;Rua Augusta;815.0;Av. Paulista;1.0;1080900.0;0.0;Pinheiros;;0.0;18.786.509.803.922;0.0;28/05/2021;27/06/2021;;Excelente oportunidade;Imóvel bem localizado;Totalmente reformado;Imóvel bem localizado;Imóvel bem localizado;51.0;Totalmente reformado;0.0;1.0;0;Imóvel bem localizado
Excelente oportunidade;Studio;Rua Augusta;815.0;Av. Ipiranga;1.0;1072800.0;0.0;Moema;;0.0;18.738.960.784.314;0.0;31/05/2021;30/06/2021;;Imóvel bem localizado;Totalmente reformado;Espaçoso e iluminado;Totalmente reformado;Espaçoso e iluminado;51.0;Totalmente reformado;0.0;1.0;0;Imóvel bem localizado
Espaçoso e iluminado;Ponto Comercial;Rua Bela Cintra;815.0;Rua Augusta;1.0;785800.0;0.0;Higienópolis;;0.0;1.998.980.952.381;0.0;03/06/2021;03/07/2021;;Excelente oportunidade;Totalmente reformado;Totalmente reformado;Imóvel bem localizado;Excelente oportunidade;40.0;Imóvel bem localizado;0.0;1.0;0;Totalmente reformado
Totalmente reformado;Studio;Av. Ipiranga;815.0;Av. Angélica;1.0;913200.0;0.0;Santa Cecília;;0.0;1.998.980.952.381;0.0;06/06/2021;06/07/2021;;Imóvel bem localizado;Excelente oportunidade;Imóvel bem localizado;Excelente oportunidade;Excelente oportunidade;43.0;Espaçoso e iluminado;0.0;1.0;0;Totalmente reformado
Totalmente reformado;Studio;Rua Bela Cintra;815.0;Rua Augusta;1.0;868900.0;0.0;Tatuapé;;0.0;18.280.137.254.902;0.0;09/06/2021;09/07/2021;;Espaçoso e iluminado;Imóvel bem localizado;Espaçoso e iluminado;Imóvel bem localizado;Imóvel bem localizado;56.0;Totalmente reformado;0.0;1.0;0;Totalmente reformado
Excelente oportunidade;Casa;Rua Oscar Freire;815.0;Rua Augusta;1.0;1057700.0;0.0;Vila Mariana;;0.0;2.219.730.952.381;0.0;12/06/2021;12/07/2021;;Moderno e funcional;Moderno e funcional;Totalmente reformado;Espaçoso e iluminado;Totalmente reformado;38.0;Espaçoso e iluminado;0.0;1.0;0;Totalmente reformado
Excelente oportunidade;Studio;Rua Augusta;815.0;Rua Bela Cintra;1.0;766900.0;0.0;Moema;;0.0;15.333.509.803.922;0.0;15/06/2021;15/07/2021;;Espaçoso e iluminado;Totalmente reformado;Espaçoso e iluminado;Moderno e funcional;Moderno e funcional;51.0;Excelente oportunidade;0.0;1.0;0;Totalmente reformado
Moderno e funcional;Sobrado;Av. Paulista;815.0;Av. Paulista;1.0;790500.0;0.0;Pinheiros;;0.0;15.333.509.803.922;0.0;18/06/2021;18/07/2021;;Totalmente reformado;Moderno e funcional;Imóvel bem localizado;Excelente oportunidade;Totalmente reformado;47.0;Excelente oportunidade;0.0;1.0;0;Moderno e funcional
Imóvel bem localizado;Studio;Rua Augusta;337.0;Rua Bela Cintra;2.0;4035300.0;0.0;Santa Cecília;;0.0;32.806.212.389.381;0.0;21/06/2021;21/07/2021;;Moderno e funcional;Moderno e funcional;Espaçoso e iluminado;Excelente oportunidade;Moderno e funcional;126.0;Espaçoso e iluminado;2.0;2.0;0;Totalmente reformado
Totalmente reformado;Sobrado;Rua Oscar Freire;337.0;Rua Bela Cintra;1.0;1685600.0;0.0;Higienópolis;;0.0;31.280.793.650.794;200.0;24/06/2021;24/07/2021;;Totalmente reformado;Moderno e funcional;Excelente oportunidade;Moderno e funcional;Excelente oportunidade;70.0;Espaçoso e iluminado;2.0;0.0;2022;Totalmente reformado
Espaçoso e iluminado;Ponto Comercial;Rua Augusta;337.0;Av. Paulista;1.0;1711800.0;0.0;Tatuapé;;0.0;31.280.793.650.794;100.0;27/06/2021;27/07/2021;;Totalmente reformado;Moderno e funcional;Espaçoso e iluminado;Espaçoso e iluminado;Moderno e funcional;61.0;Imóvel bem localizado;2.0;0.0;0;Espaçoso e iluminado
Espaçoso e iluminado;Ponto Comercial;Rua Augusta;337.0;Rua Augusta;1.0;1736500.0;0.0;Moema;;0.0;3.116.893.442.623;200.0;30/06/2021;30/07/2021;;Imóvel bem localizado;Moderno e funcional;Espaçoso e iluminado;Totalmente reformado;Moderno e funcional;67.0;Imóvel bem localizado;2.0;0.0;0;Excelente oportunidade
Imóvel bem localizado;Cobertura;Av. Ipiranga;337.0;Av. Ipiranga;1.0;2032600.0;0.0;Higienópolis;;0.0;33.716.349.206.349;0.0;03/07/2021;02/08/2021;;Moderno e funcional;Excelente oportunidade;Espaçoso e iluminado;Imóvel bem localizado;Excelente oportunidade;60.0;Excelente oportunidade;2.0;0.0;0;Espaçoso e iluminado
Totalmente reformado;Casa;Rua Oscar Freire;337.0;Av. Angélica;1.0;1689200.0;0.0;Santa Cecília;;0.0;30.392.836.065.574;200.0;05/07/2021;04/08/2021;;Moderno e funcional;Totalmente reformado;Excelente oportunidade;Totalmente reformado;Totalmente reformado;60.0;Excelente oportunidade;2.0;0.0;2022;Imóvel bem localizado
Moderno e funcional;Casa;Av. Ipiranga;1085.0;Av. Paulista;4.0;6296100.0;0.0;Higienópolis;Espaçoso e iluminado;0.0;25500.0;5700.0;08/07/2021;07/08/2021;Imóvel bem localizado;Totalmente reformado;Excelente oportunidade;Moderno e funcional;Excelente oportunidade;Imóvel bem localizado;325.0;Excelente oportunidade;5.0;4.0;2021;Moderno e funcional
Excelente oportunidade;Studio;Av. Paulista;45.0;Av. Paulista;0.0;0.0;2000.0;Vila Mariana;;35.593.220.338.983;0.0;2400.0;11/07/2021;10/08/2021;;Moderno e funcional;Totalmente reformado;Excelente oportunidade;Moderno e funcional;Espaçoso e iluminado;64.0;Espaçoso e iluminado;1.0;0.0;0;Totalmente reformado
Excelente oportunidade;Studio;Rua Augusta;315.0;Rua Oscar Freire;3.0;395200.0;0.0;Tatuapé;;0.0;23.333.333.333.333;400.0;14/07/2021;13/08/2021;;Moderno e funcional;Imóvel bem localizado;Espaçoso e iluminado;Excelente oportunidade;Totalmente reformado;194.0;Imóvel bem localizado;1.0;1.0;0;Imóvel bem localizado
Imóvel bem localizado;Cobertura;Rua Augusta;477.0;Rua Oscar Freire;3.0;1683900.0;0.0;Higienópolis;Espaçoso e iluminado;0.0;13.805.309.734.513;0.0;17/07/2021;16/08/2021;;Excelente oportunidade;Espaçoso e iluminado;Totalmente reformado;Espaçoso e iluminado;Imóvel bem localizado;109.0;Imóvel bem localizado;2.0;1.0;0;Excelente oportunidade
Imóvel bem localizado;Casa;Av. Angélica;477.0;Av. Paulista;4.0;1150200.0;0.0;Moema;;0.0;95.181.838.235.294;0.0;20/07/2021;19/08/2021;;Espaçoso e iluminado;Imóvel bem localizado;Espaçoso e iluminado;Moderno e funcional;Moderno e funcional;140.0;Excelente oportunidade;2.0;2.0;0;Totalmente reformado
Espaçoso e iluminado;Sobrado;Av. Ipiranga;276.0;Rua Oscar Freire;2.0;526900.0;0.0;Vila Mariana;Moderno e funcional;0.0;74.397.058.823.529;600.0;23/07/2021;22/08/2021;;Totalmente reformado;Moderno e funcional;Totalmente reformado;Excelente oportunidade;Totalmente reformado;71.0;Totalmente reformado;1.0;0.0;1977;Espaçoso e iluminado
Totalmente reformado;Cobertura;Rua Augusta;1438.0;Av. Angélica;1.0;0.0;1200.0;Tatuapé;Excelente oportunidade;20.689.655.172.414;0.0;1800.0;26/07/2021;25/08/2021;;Moderno e funcional;Totalmente reformado;Imóvel bem localizado;Totalmente reformado;Imóvel bem localizado;64.0;Totalmente reformado;0.0;0.0;0;Excelente oportunidade
Totalmente reformado;Sobrado;Av. Angélica;477.0;Av. Paulista;5.0;1252200.0;0.0;Pinheiros;;0.0;10.489.933.823.529;0.0;29/07/2021;28/08/2021;;Espaçoso e iluminado;Espaçoso e iluminado;Espaçoso e iluminado;Totalmente reformado;Totalmente reformado;156.0;Excelente oportunidade;2.0;2.0;0;Espaçoso e iluminado
Imóvel bem localizado;Cobertura;Av. Paulista;15.0;Rua Oscar Freire;3.0;857400.0;0.0;Moema;;0.0;67.846.153.846.154;0.0;01/08/2021;31/08/2021;;Excelente oportunidade;Moderno e funcional;Excelente oportunidade;Excelente oportunidade;Excelente oportunidade;126.0;Imóvel bem localizado;1.0;1.0;0;Excelente oportunidade
Imóvel bem localizado;Apartamento;Rua Oscar Freire;117.0;Rua Oscar Freire;4.0;551600.0;0.0;Higienópolis;;0.0;41.785.714.285.714;700.0;04/08/2021;03/09/2021;;Moderno e funcional;Espaçoso e iluminado;Moderno e funcional;Totalmente reformado;Excelente oportunidade;165.0;Moderno e funcional;2.0;0.0;0;Moderno e funcional
Totalmente reformado;Cobertura;Rua Oscar Freire;82.0;Av. Paulista;3.0;756000.0;0.0;Tatuapé;;0.0;39.772.727.272.727;600.0;07/08/2021;06/09/2021;;Moderno e funcional;Moderno e funcional;Totalmente reformado;Espaçoso e iluminado;Moderno e funcional;190.0;Espaçoso e iluminado;5.0;1.0;0;Moderno e funcional
Excelente oportunidade;Sobrado;Av. Paulista;477.0;Rua Bela Cintra;4.0;1356400.0;0.0;Tatuapé;;0.0;95.071.102.941.176;0.0;10/08/2021;09/09/2021;;Excelente oportunidade;Totalmente reformado;Imóvel bem localizado;Excelente oportunidade;Excelente oportunidade;156.0;Moderno e funcional;2.0;2.0;0;Totalmente reformado
Espaçoso e iluminado;Ponto Comercial;Rua Oscar Freire;380.0;Rua Augusta;3.0;6208000.0;0.0;Tatuapé;;0.0;31300.0;0.0;13/08/2021;12/09/2021;;Excelente oportunidade;Totalmente reformado;Imóvel bem localizado;Espaçoso e iluminado;Imóvel bem localizado;222.0;Excelente oportunidade;4.0;4.0;0;Totalmente reformado
